타자,도루RAA,도루 성공,도루 실패,상대,도루,도실,도실%,도루기회,도루시도%,SPD,도루 성공 여부
테임즈,4.32,40,8,KIA,57,17,23,814,9.1,6.3,도루
테임즈,4.32,40,8,KIA,57,17,23,814,9.1,6.3,실패
홍성흔,1.18,8,1,KIA,57,17,23,814,9.1,6.3,도루
김종호,3.56,41,10,kt,16,2,11.1,364,5,6.3,실패
김종호,3.56,41,10,kt,16,2,11.1,364,5,6.3,도루
김종호,3.56,41,10,kt,16,2,11.1,364,5,6.3,도루
김종호,3.56,41,10,kt,16,2,11.1,364,5,6.3,도루
김종호,3.56,41,10,kt,16,2,11.1,364,5,6.3,도루
김종호,3.56,41,10,kt,16,2,11.1,364,5,6.3,실패
김하성,2.59,22,4,kt,16,2,11.1,364,5,6.3,도루
김하성,2.59,22,4,kt,16,2,11.1,364,5,6.3,도루
김하성,2.59,22,4,kt,16,2,11.1,364,5,6.3,도루
김하성,2.59,22,4,kt,16,2,11.1,364,5,6.3,실패
김하성,2.59,22,4,kt,16,2,11.1,364,5,6.3,도루
김하성,2.59,22,4,kt,16,2,11.1,364,5,6.3,도루
김호령,1.29,11,2,kt,16,2,11.1,364,5,6.8,도루
김호령,1.29,11,2,kt,16,2,11.1,364,5,6.8,도루
나바로,1.66,22,6,kt,16,2,11.1,364,5,6.8,도루
나바로,1.66,22,6,kt,16,2,11.1,364,5,6.8,실패
나성범,2.79,23,4,kt,16,2,11.1,364,5,6.8,도루
나성범,2.79,23,4,kt,16,2,11.1,364,5,6.8,도루
나성범,2.79,23,4,kt,16,2,11.1,364,5,6.8,도루
나성범,2.79,23,4,kt,16,2,11.1,364,5,6.8,도루
박민우,1.76,46,16,kt,16,2,11.1,364,5,6.8,도루
박민우,1.76,46,16,kt,16,2,11.1,364,5,6.8,실패
박민우,1.76,46,16,kt,16,2,11.1,364,5,6.8,도루
박민우,1.76,46,16,kt,16,2,11.1,364,5,6.8,도루
박민우,1.76,46,16,kt,16,2,11.1,364,5,6.8,도루
박민우,1.76,46,16,kt,16,2,11.1,364,5,6.8,도루
박해민,8.32,60,8,kt,16,2,11.1,364,5,5.3,도루
박해민,8.32,60,8,kt,16,2,11.1,364,5,5.3,도루
박해민,8.32,60,8,kt,16,2,11.1,364,5,5.3,도루
박해민,8.32,60,8,kt,16,2,11.1,364,5,5.3,도루
박해민,8.32,60,8,kt,16,2,11.1,364,5,5.3,실패
박해민,8.32,60,8,kt,16,2,11.1,364,5,5.3,도루
박해민,8.32,60,8,kt,16,2,11.1,364,5,5.3,도루
박해민,8.32,60,8,kt,16,2,11.1,364,5,5.3,도루
신종길,1.49,19,5,kt,16,2,11.1,364,5,5.3,실패
신종길,1.49,19,5,kt,16,2,11.1,364,5,5.3,도루
신종길,1.49,19,5,kt,16,2,11.1,364,5,5.3,도루
오재원,2.49,31,8,kt,16,2,11.1,364,5,5.3,도루
오재원,2.49,31,8,kt,16,2,11.1,364,5,5.3,실패
오재원,2.49,31,8,kt,16,2,11.1,364,5,5.3,도루
오재원,2.49,31,8,kt,16,2,11.1,364,5,5.3,도루
오태곤,1.16,15,4,kt,16,2,11.1,364,5,5.3,실패
오태곤,1.16,15,4,kt,16,2,11.1,364,5,5.3,도루
오태곤,1.16,15,4,kt,16,2,11.1,364,5,5.3,도루
유재신,1.53,10,1,kt,16,2,11.1,364,5,5.3,실패
이용규,0.99,28,10,kt,16,2,11.1,364,5,5.3,도루
이용규,0.99,28,10,kt,16,2,11.1,364,5,5.3,도루
이용규,0.99,28,10,kt,16,2,11.1,364,5,5.3,실패
이용규,0.99,28,10,kt,16,2,11.1,364,5,5.3,도루
이용규,0.99,28,10,kt,16,2,11.1,364,5,5.3,도루
이용규,0.99,28,10,kt,16,2,11.1,364,5,5.3,도루
이종욱,1.58,17,4,kt,16,2,11.1,364,5,5.3,도루
정근우,1.46,21,6,kt,16,2,11.1,364,5,5.3,실패
정근우,1.46,21,6,kt,16,2,11.1,364,5,6.7,실패
정근우,1.46,21,6,kt,16,2,11.1,364,5,6.7,실패
조동화,2.23,18,3,kt,16,2,11.1,364,5,6.7,실패
조동화,2.23,18,3,kt,16,2,11.1,364,5,6.7,실패
테임즈,4.32,40,8,kt,16,2,11.1,364,5,6.7,도루
테임즈,4.32,40,8,kt,16,2,11.1,364,5,6.7,도루
테임즈,4.32,40,8,kt,16,2,11.1,364,5,6.7,도루
홍성흔,1.18,8,1,kt,16,2,11.1,364,5,6.7,도루
홍성흔,1.18,8,1,kt,16,2,11.1,364,5,6.7,실패
김종호,3.56,41,10,LG,87,29,25,1130,10.3,6.7,도루
김종호,3.56,41,10,LG,87,29,25,1130,10.3,6.7,실패
김종호,3.56,41,10,LG,87,29,25,1130,10.3,6.7,실패
김주찬,0.7,8,2,LG,87,29,25,1130,10.3,6.7,도루
김주찬,0.7,8,2,LG,87,29,25,1130,10.3,6.7,도루
김주찬,0.7,8,2,LG,87,29,25,1130,10.3,6.7,도루
김주찬,0.7,8,2,LG,87,29,25,1130,10.3,6.7,도루
김주찬,0.7,8,2,LG,87,29,25,1130,10.3,6.7,실패
김주찬,0.7,8,2,LG,87,29,25,1130,10.3,6.7,실패
김하성,2.59,22,4,LG,87,29,25,1130,10.3,6.7,실패
김하성,2.59,22,4,LG,87,29,25,1130,10.3,6.7,도루
김하성,2.59,22,4,LG,87,29,25,1130,10.3,6.7,도루
김호령,1.29,11,2,LG,87,29,25,1130,10.3,6.7,실패
나바로,1.66,22,6,LG,87,29,25,1130,10.3,6.7,실패
나바로,1.66,22,6,LG,87,29,25,1130,10.3,6.7,도루
나바로,1.66,22,6,LG,87,29,25,1130,10.3,6.7,도루
나바로,1.66,22,6,LG,87,29,25,1130,10.3,6.7,도루
나성범,2.79,23,4,LG,87,29,25,1130,10.3,6.7,도루
나성범,2.79,23,4,LG,87,29,25,1130,10.3,6.7,실패
박민우,1.76,46,16,LG,87,29,25,1130,10.3,6.7,도루
박민우,1.76,46,16,LG,87,29,25,1130,10.3,4.1,도루
박민우,1.76,46,16,LG,87,29,25,1130,10.3,4.1,도루
박민우,1.76,46,16,LG,87,29,25,1130,10.3,4.1,도루
박민우,1.76,46,16,LG,87,29,25,1130,10.3,4.1,도루
박민우,1.76,46,16,LG,87,29,25,1130,10.3,4.1,도루
박민우,1.76,46,16,LG,87,29,25,1130,10.3,4.1,도루
박해민,8.32,60,8,LG,87,29,25,1130,10.3,2.9,도루
박해민,8.32,60,8,LG,87,29,25,1130,10.3,2.9,도루
박해민,8.32,60,8,LG,87,29,25,1130,10.3,2.9,도루
박해민,8.32,60,8,LG,87,29,25,1130,10.3,2.9,도루
박해민,8.32,60,8,LG,87,29,25,1130,10.3,7.8,도루
박해민,8.32,60,8,LG,87,29,25,1130,10.3,7.8,도루
박해민,8.32,60,8,LG,87,29,25,1130,10.3,7.8,도루
서건창,0.91,9,2,LG,87,29,25,1130,10.3,7.8,도루
신종길,1.49,19,5,LG,87,29,25,1130,10.3,7.8,도루
오재원,2.49,31,8,LG,87,29,25,1130,10.3,7.8,도루
오재원,2.49,31,8,LG,87,29,25,1130,10.3,7.8,도루
오재원,2.49,31,8,LG,87,29,25,1130,10.3,7.8,도루
오재원,2.49,31,8,LG,87,29,25,1130,10.3,7.8,도루
오재원,2.49,31,8,LG,87,29,25,1130,10.3,7.8,도루
오태곤,1.16,15,4,LG,87,29,25,1130,10.3,7.8,도루
오태곤,1.16,15,4,LG,87,29,25,1130,10.3,7.8,도루
오태곤,1.16,15,4,LG,87,29,25,1130,10.3,7.8,도루
유재신,1.53,10,1,LG,87,29,25,1130,10.3,7.8,도루
이대형,2.3,44,14,LG,87,29,25,1130,10.3,7.8,도루
이대형,2.3,44,14,LG,87,29,25,1130,10.3,7.8,실패
이대형,2.3,44,14,LG,87,29,25,1130,10.3,7.8,실패
이용규,0.99,28,10,LG,87,29,25,1130,10.3,7.8,도루
이용규,0.99,28,10,LG,87,29,25,1130,10.3,7.8,도루
이용규,0.99,28,10,LG,87,29,25,1130,10.3,7.8,도루
이용규,0.99,28,10,LG,87,29,25,1130,10.3,7.8,도루
이용규,0.99,28,10,LG,87,29,25,1130,10.3,7.8,실패
이용규,0.99,28,10,LG,87,29,25,1130,10.3,7.8,도루
이용규,0.99,28,10,LG,87,29,25,1130,10.3,7.8,도루
이용규,0.99,28,10,LG,87,29,25,1130,10.3,7.8,도루
이용규,0.99,28,10,LG,87,29,25,1130,10.3,7.8,도루
이종욱,1.58,17,4,LG,87,29,25,1130,10.3,7.8,도루
이종욱,1.58,17,4,LG,87,29,25,1130,10.3,7.8,도루
이종욱,1.58,17,4,LG,87,29,25,1130,10.3,7.8,도루
정근우,1.46,21,6,LG,87,29,25,1130,10.3,7.8,도루
정근우,1.46,21,6,LG,87,29,25,1130,10.3,7.8,실패
정근우,1.46,21,6,LG,87,29,25,1130,10.3,7.8,도루
정근우,1.46,21,6,LG,87,29,25,1130,10.3,7.8,도루
정근우,1.46,21,6,LG,87,29,25,1130,10.3,7.8,도루
정의윤,1.04,5,0,LG,87,29,25,1130,10.3,7.8,도루
정의윤,1.04,5,0,LG,87,29,25,1130,10.3,7.8,도루
정의윤,1.04,5,0,LG,87,29,25,1130,10.3,7.8,도루
조동화,2.23,18,3,LG,87,29,25,1130,10.3,7.8,도루
조동화,2.23,18,3,LG,87,29,25,1130,10.3,7.8,도루
테임즈,4.32,40,8,LG,87,29,25,1130,10.3,7.8,도루
테임즈,4.32,40,8,LG,87,29,25,1130,10.3,7.8,도루
테임즈,4.32,40,8,LG,87,29,25,1130,10.3,7.8,도루
테임즈,4.32,40,8,LG,87,29,25,1130,10.3,7.8,실패
테임즈,4.32,40,8,LG,87,29,25,1130,10.3,7.8,도루
테임즈,4.32,40,8,LG,87,29,25,1130,10.3,7.8,도루
김주찬,0.7,8,2,NC,75,36,32.4,1559,7.1,7.8,도루
김하성,2.59,22,4,NC,75,36,32.4,1559,7.1,7.8,도루
김호령,1.29,11,2,NC,75,36,32.4,1559,7.1,7.8,도루
김호령,1.29,11,2,NC,75,36,32.4,1559,7.1,7.8,도루
나바로,1.66,22,6,NC,75,36,32.4,1559,7.1,7.8,실패
나바로,1.66,22,6,NC,75,36,32.4,1559,7.1,7.8,도루
박해민,8.32,60,8,NC,75,36,32.4,1559,7.1,7.8,도루
박해민,8.32,60,8,NC,75,36,32.4,1559,7.1,7.8,도루
박해민,8.32,60,8,NC,75,36,32.4,1559,7.1,7.8,도루
박해민,8.32,60,8,NC,75,36,32.4,1559,7.1,7.8,도루
박해민,8.32,60,8,NC,75,36,32.4,1559,7.1,7.8,도루
서건창,0.91,9,2,NC,75,36,32.4,1559,7.1,7.8,도루
서건창,0.91,9,2,NC,75,36,32.4,1559,7.1,7.8,도루
신종길,1.49,19,5,NC,75,36,32.4,1559,7.1,7.8,도루
신종길,1.49,19,5,NC,75,36,32.4,1559,7.1,7.8,도루
신종길,1.49,19,5,NC,75,36,32.4,1559,7.1,7.8,실패
오재원,2.49,31,8,NC,75,36,32.4,1559,7.1,7.8,도루
오재원,2.49,31,8,NC,75,36,32.4,1559,7.1,7.8,도루
오태곤,1.16,15,4,NC,75,36,32.4,1559,7.1,7.8,도루
오태곤,1.16,15,4,NC,75,36,32.4,1559,7.1,7.8,도루
유재신,1.53,10,1,NC,75,36,32.4,1559,7.1,2.7,도루
유재신,1.53,10,1,NC,75,36,32.4,1559,7.1,2.7,도루
이대형,2.3,44,14,NC,75,36,32.4,1559,7.1,2.7,실패
이대형,2.3,44,14,NC,75,36,32.4,1559,7.1,2.7,실패
이대형,2.3,44,14,NC,75,36,32.4,1559,7.1,8.4,도루
이용규,0.99,28,10,NC,75,36,32.4,1559,7.1,8.4,도루
정근우,1.46,21,6,NC,75,36,32.4,1559,7.1,8.4,실패
홍성흔,1.18,8,1,NC,75,36,32.4,1559,7.1,8.4,도루
김종호,3.56,41,10,SK,33,19,36.5,796,6.5,8.4,도루
김종호,3.56,41,10,SK,33,19,36.5,796,6.5,8.4,도루
김종호,3.56,41,10,SK,33,19,36.5,796,6.5,8.4,실패
김종호,3.56,41,10,SK,33,19,36.5,796,6.5,8.4,도루
김종호,3.56,41,10,SK,33,19,36.5,796,6.5,8.4,실패
김종호,3.56,41,10,SK,33,19,36.5,796,6.5,8.4,도루
김종호,3.56,41,10,SK,33,19,36.5,796,6.5,8.4,도루
김종호,3.56,41,10,SK,33,19,36.5,796,6.5,8.4,도루
김하성,2.59,22,4,SK,33,19,36.5,796,6.5,8.4,도루
김하성,2.59,22,4,SK,33,19,36.5,796,6.5,8.4,도루
김하성,2.59,22,4,SK,33,19,36.5,796,6.5,8.4,도루
김호령,1.29,11,2,SK,33,19,36.5,796,6.5,8.4,실패
김호령,1.29,11,2,SK,33,19,36.5,796,6.5,8.4,실패
나바로,1.66,22,6,SK,33,19,36.5,796,6.5,8.4,도루
나성범,2.79,23,4,SK,33,19,36.5,796,6.5,8.4,도루
나성범,2.79,23,4,SK,33,19,36.5,796,6.5,8.4,도루
박민우,1.76,46,16,SK,33,19,36.5,796,6.5,8.4,도루
박민우,1.76,46,16,SK,33,19,36.5,796,6.5,8.4,실패
박민우,1.76,46,16,SK,33,19,36.5,796,6.5,8.4,실패
박민우,1.76,46,16,SK,33,19,36.5,796,6.5,8.4,도루
박민우,1.76,46,16,SK,33,19,36.5,796,6.5,8.4,도루
박석민,0.69,3,0,SK,33,19,36.5,796,6.5,8.4,도루
박해민,8.32,60,8,SK,33,19,36.5,796,6.5,8.4,도루
박해민,8.32,60,8,SK,33,19,36.5,796,6.5,8.4,도루
박해민,8.32,60,8,SK,33,19,36.5,796,6.5,8.4,도루
박해민,8.32,60,8,SK,33,19,36.5,796,6.5,8.4,도루
박해민,8.32,60,8,SK,33,19,36.5,796,6.5,8.4,도루
박해민,8.32,60,8,SK,33,19,36.5,796,6.5,8.4,도루
박해민,8.32,60,8,SK,33,19,36.5,796,6.5,8.4,실패
박해민,8.32,60,8,SK,33,19,36.5,796,6.5,8.4,도루
박해민,8.32,60,8,SK,33,19,36.5,796,6.5,8.4,도루
서건창,0.91,9,2,SK,33,19,36.5,796,6.5,8.4,도루
서건창,0.91,9,2,SK,33,19,36.5,796,6.5,8.4,도루
서건창,0.91,9,2,SK,33,19,36.5,796,6.5,8.4,도루
서건창,0.91,9,2,SK,33,19,36.5,796,6.5,8.4,실패
서건창,0.91,9,2,SK,33,19,36.5,796,6.5,8.4,실패
송주호,0.74,6,1,SK,33,19,36.5,796,6.5,8.4,도루
송주호,0.74,6,1,SK,33,19,36.5,796,6.5,8.4,실패
송주호,0.74,6,1,SK,33,19,36.5,796,6.5,8.4,도루
신종길,1.49,19,5,SK,33,19,36.5,796,6.5,8.4,도루
신종길,1.49,19,5,SK,33,19,36.5,796,6.5,8.4,도루
신종길,1.49,19,5,SK,33,19,36.5,796,6.5,8.4,도루
오재원,2.49,31,8,SK,33,19,36.5,796,6.5,8.4,실패
오재원,2.49,31,8,SK,33,19,36.5,796,6.5,8.4,도루
오재원,2.49,31,8,SK,33,19,36.5,796,6.5,8.4,도루
오재원,2.49,31,8,SK,33,19,36.5,796,6.5,8.4,도루
오재원,2.49,31,8,SK,33,19,36.5,796,6.5,8.4,도루
오재원,2.49,31,8,SK,33,19,36.5,796,6.5,8.4,도루
오태곤,1.16,15,4,SK,33,19,36.5,796,6.5,8.4,도루
유재신,1.53,10,1,SK,33,19,36.5,796,6.5,8.4,도루
이대형,2.3,44,14,SK,33,19,36.5,796,6.5,8.4,실패
이대형,2.3,44,14,SK,33,19,36.5,796,6.5,8.4,도루
이대형,2.3,44,14,SK,33,19,36.5,796,6.5,8.4,도루
이대형,2.3,44,14,SK,33,19,36.5,796,6.5,8.4,도루
이용규,0.99,28,10,SK,33,19,36.5,796,6.5,8.4,도루
이용규,0.99,28,10,SK,33,19,36.5,796,6.5,8.4,도루
이용규,0.99,28,10,SK,33,19,36.5,796,6.5,8.4,도루
이용규,0.99,28,10,SK,33,19,36.5,796,6.5,8.4,실패
이종욱,1.58,17,4,SK,33,19,36.5,796,6.5,8.4,도루
정근우,1.46,21,6,SK,33,19,36.5,796,6.5,8.4,도루
정근우,1.46,21,6,SK,33,19,36.5,796,6.5,8.4,도루
테임즈,4.32,40,8,SK,33,19,36.5,796,6.5,8.4,도루
테임즈,4.32,40,8,SK,33,19,36.5,796,6.5,6.1,실패
테임즈,4.32,40,8,SK,33,19,36.5,796,6.5,6.1,도루
테임즈,4.32,40,8,SK,33,19,36.5,796,6.5,6.1,도루
테임즈,4.32,40,8,SK,33,19,36.5,796,6.5,6.1,도루
테임즈,4.32,40,8,SK,33,19,36.5,796,6.5,6.1,도루
홍성흔,1.18,8,1,SK,33,19,36.5,796,6.5,6.1,도루
홍성흔,1.18,8,1,SK,33,19,36.5,796,6.5,6.1,도루
홍성흔,1.18,8,1,SK,33,19,36.5,796,6.5,6.1,도루
김종호,3.56,41,10,넥센,78,42,35,1633,7.4,6.1,도루
김종호,3.56,41,10,넥센,78,42,35,1633,7.4,6.1,실패
김종호,3.56,41,10,넥센,78,42,35,1633,7.4,6.1,도루
김종호,3.56,41,10,넥센,78,42,35,1633,7.4,6.1,도루
김종호,3.56,41,10,넥센,78,42,35,1633,7.4,5.7,도루
김종호,3.56,41,10,넥센,78,42,35,1633,7.4,5.7,도루
김주찬,0.7,8,2,넥센,78,42,35,1633,7.4,5.7,도루
나바로,1.66,22,6,넥센,78,42,35,1633,7.4,5.7,도루
나바로,1.66,22,6,넥센,78,42,35,1633,7.4,5.7,도루
나바로,1.66,22,6,넥센,78,42,35,1633,7.4,5.7,도루
나바로,1.66,22,6,넥센,78,42,35,1633,7.4,5.7,도루
나성범,2.79,23,4,넥센,78,42,35,1633,7.4,5.7,도루
나성범,2.79,23,4,넥센,78,42,35,1633,7.4,5.7,도루
나성범,2.79,23,4,넥센,78,42,35,1633,7.4,7.8,실패
나성범,2.79,23,4,넥센,78,42,35,1633,7.4,7.8,도루
나성범,2.79,23,4,넥센,78,42,35,1633,7.4,7.8,도루
박민우,1.76,46,16,넥센,78,42,35,1633,7.4,7.8,도루
박민우,1.76,46,16,넥센,78,42,35,1633,7.4,7.8,실패
박민우,1.76,46,16,넥센,78,42,35,1633,7.4,7.8,도루
박민우,1.76,46,16,넥센,78,42,35,1633,7.4,7.8,도루
박민우,1.76,46,16,넥센,78,42,35,1633,7.4,7.8,실패
박민우,1.76,46,16,넥센,78,42,35,1633,7.4,7.8,도루
박석민,0.69,3,0,넥센,78,42,35,1633,7.4,7.8,도루
박해민,8.32,60,8,넥센,78,42,35,1633,7.4,7.8,실패
박해민,8.32,60,8,넥센,78,42,35,1633,7.4,7.8,도루
박해민,8.32,60,8,넥센,78,42,35,1633,7.4,7.8,도루
박해민,8.32,60,8,넥센,78,42,35,1633,7.4,7.8,도루
박해민,8.32,60,8,넥센,78,42,35,1633,7.4,7.8,도루
박해민,8.32,60,8,넥센,78,42,35,1633,7.4,7.8,도루
박해민,8.32,60,8,넥센,78,42,35,1633,7.4,7.8,도루
송주호,0.74,6,1,넥센,78,42,35,1633,7.4,7.8,도루
송주호,0.74,6,1,넥센,78,42,35,1633,7.4,7.8,도루
신종길,1.49,19,5,넥센,78,42,35,1633,7.4,7.8,도루
신종길,1.49,19,5,넥센,78,42,35,1633,7.4,7.8,도루
오재원,2.49,31,8,넥센,78,42,35,1633,7.4,7.8,도루
오재원,2.49,31,8,넥센,78,42,35,1633,7.4,7.8,실패
이대형,2.3,44,14,넥센,78,42,35,1633,7.4,5.6,도루
이대형,2.3,44,14,넥센,78,42,35,1633,7.4,5.6,실패
이대형,2.3,44,14,넥센,78,42,35,1633,7.4,5.6,도루
이대형,2.3,44,14,넥센,78,42,35,1633,7.4,5.6,도루
이대형,2.3,44,14,넥센,78,42,35,1633,7.4,5.6,도루
이용규,0.99,28,10,넥센,78,42,35,1633,7.4,5.6,도루
이용규,0.99,28,10,넥센,78,42,35,1633,7.4,5.6,도루
이용규,0.99,28,10,넥센,78,42,35,1633,7.4,5.6,실패
이용규,0.99,28,10,넥센,78,42,35,1633,7.4,5.6,실패
이종욱,1.58,17,4,넥센,78,42,35,1633,7.4,5.6,실패
정근우,1.46,21,6,넥센,78,42,35,1633,7.4,5.6,도루
정근우,1.46,21,6,넥센,78,42,35,1633,7.4,5.6,도루
정근우,1.46,21,6,넥센,78,42,35,1633,7.4,5.6,도루
정의윤,1.04,5,0,넥센,78,42,35,1633,7.4,5.6,도루
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,도루
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,도루
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,도루
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,도루
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,도루
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,도루
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,도루
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,도루
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,실패
테임즈,4.32,40,8,넥센,78,42,35,1633,7.4,5.6,도루
홍성흔,1.18,8,1,넥센,78,42,35,1633,7.4,5.6,도루
홍성흔,1.18,8,1,넥센,78,42,35,1633,7.4,5.6,도루
김종호,3.56,41,10,두산,97,40,29.2,1689,8.1,5.6,도루
김종호,3.56,41,10,두산,97,40,29.2,1689,8.1,5.6,도루
김종호,3.56,41,10,두산,97,40,29.2,1689,8.1,5.6,도루
김종호,3.56,41,10,두산,97,40,29.2,1689,8.1,5.6,도루
김종호,3.56,41,10,두산,97,40,29.2,1689,8.1,5.6,도루
김종호,3.56,41,10,두산,97,40,29.2,1689,8.1,5.6,도루
김주찬,0.7,8,2,두산,97,40,29.2,1689,8.1,5.6,도루
김하성,2.59,22,4,두산,97,40,29.2,1689,8.1,5.6,도루
김하성,2.59,22,4,두산,97,40,29.2,1689,8.1,5.6,도루
김하성,2.59,22,4,두산,97,40,29.2,1689,8.1,5.6,도루
김호령,1.29,11,2,두산,97,40,29.2,1689,8.1,5.6,도루
김호령,1.29,11,2,두산,97,40,29.2,1689,8.1,5.4,도루
김호령,1.29,11,2,두산,97,40,29.2,1689,8.1,5.4,도루
나바로,1.66,22,6,두산,97,40,29.2,1689,8.1,5.4,도루
나바로,1.66,22,6,두산,97,40,29.2,1689,8.1,5.4,도루
나바로,1.66,22,6,두산,97,40,29.2,1689,8.1,5.4,실패
나바로,1.66,22,6,두산,97,40,29.2,1689,8.1,5.4,도루
나성범,2.79,23,4,두산,97,40,29.2,1689,8.1,5.4,도루
나성범,2.79,23,4,두산,97,40,29.2,1689,8.1,5.4,도루
