타자,도루RAA,도루 성공,도루 실패,상대,도루,도실,도실%,도루기회,도루시도%,SPD,도루 성공 여부
서건창,1.42,48,17,KIA,71,34,32.4,948,11.1,6.6,도루
서건창,1.42,48,17,KIA,71,34,32.4,948,11.1,7.9,도루
손아섭,0.7,10,3,KIA,71,34,32.4,948,11.1,7.9,도루
손아섭,0.7,10,3,KIA,71,34,32.4,948,11.1,7.9,도루
오재원,3.54,33,7,KIA,71,34,32.4,948,11.1,7.9,도루
오재원,3.54,33,7,KIA,71,34,32.4,948,11.1,7.9,도루
오재원,3.54,33,7,KIA,71,34,32.4,948,11.1,7.9,실패
이종욱,1.63,15,4,KIA,71,34,32.4,948,11.1,7.9,도루
이종욱,1.63,15,4,KIA,71,34,32.4,948,11.1,7.9,도루
이종욱,1.63,15,4,KIA,71,34,32.4,948,11.1,7.9,실패
이종욱,1.63,15,4,KIA,71,34,32.4,948,11.1,7.9,도루
임훈,0.71,9,2,KIA,71,34,32.4,948,11.1,7.9,도루
임훈,0.71,9,2,KIA,71,34,32.4,948,11.1,7.9,실패
정근우,5.07,32,3,KIA,71,34,32.4,948,11.1,7.9,도루
정근우,5.07,32,3,KIA,71,34,32.4,948,11.1,7.9,도루
정근우,5.07,32,3,KIA,71,34,32.4,948,11.1,7.9,도루
정근우,5.07,32,3,KIA,71,34,32.4,948,11.1,7.9,도루
정근우,5.07,32,3,KIA,71,34,32.4,948,11.1,7.9,도루
정수빈,4.25,32,5,KIA,71,34,32.4,948,11.1,7.9,도루
정수빈,4.25,32,5,KIA,71,34,32.4,948,11.1,7.9,도루
정수빈,4.25,32,5,KIA,71,34,32.4,948,11.1,7.9,도루
정수빈,4.25,32,5,KIA,71,34,32.4,948,11.1,7.9,실패
정수빈,4.25,32,5,KIA,71,34,32.4,948,11.1,7.9,도루
정수빈,4.25,32,5,KIA,71,34,32.4,948,11.1,7.9,도루
정수빈,4.25,32,5,KIA,71,34,32.4,948,11.1,7.9,도루
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,7.9,실패
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,7.9,도루
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,7.9,도루
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,7.9,도루
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,7.9,도루
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,5.3,도루
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,5.3,도루
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,5.3,도루
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,5.3,도루
조동화,4.05,37,7,KIA,71,34,32.4,948,11.1,5.3,실패
조쉬벨,0.67,3,0,KIA,71,34,32.4,948,11.1,5.3,도루
테임즈,1.83,11,2,KIA,71,34,32.4,948,11.1,5.3,실패
테임즈,1.83,11,2,KIA,71,34,32.4,948,11.1,5.3,도루
테임즈,1.83,11,2,KIA,71,34,32.4,948,11.1,5.3,도루
김강민,4.03,32,5,LG,69,38,35.5,1328,8.1,5.3,실패
김강민,4.03,32,5,LG,69,38,35.5,1328,8.1,5.3,도루
김강민,4.03,32,5,LG,69,38,35.5,1328,8.1,5.3,도루
김강민,4.03,32,5,LG,69,38,35.5,1328,8.1,5.3,도루
김강민,4.03,32,5,LG,69,38,35.5,1328,8.1,5.3,도루
김강민,4.03,32,5,LG,69,38,35.5,1328,8.1,5.3,도루
김강민,4.03,32,5,LG,69,38,35.5,1328,8.1,5.3,실패
김종호,1,22,7,LG,69,38,35.5,1328,8.1,5.3,도루
김종호,1,22,7,LG,69,38,35.5,1328,8.1,5.3,도루
김종호,1,22,7,LG,69,38,35.5,1328,8.1,5.3,도루
김종호,1,22,7,LG,69,38,35.5,1328,8.1,5.3,도루
김종호,1,22,7,LG,69,38,35.5,1328,8.1,5.3,도루
김종호,1,22,7,LG,69,38,35.5,1328,8.1,5.3,도루
나바로,0.7,25,9,LG,69,38,35.5,1328,8.1,5.3,도루
나바로,0.7,25,9,LG,69,38,35.5,1328,8.1,5.3,도루
나바로,0.7,25,9,LG,69,38,35.5,1328,8.1,5.3,도루
나바로,0.7,25,9,LG,69,38,35.5,1328,8.1,5.3,도루
나바로,0.7,25,9,LG,69,38,35.5,1328,8.1,5.3,실패
나바로,0.7,25,9,LG,69,38,35.5,1328,8.1,5.3,도루
나바로,0.7,25,9,LG,69,38,35.5,1328,8.1,5.3,실패
나주환,0.62,10,3,LG,69,38,35.5,1328,8.1,5.3,도루
나주환,0.62,10,3,LG,69,38,35.5,1328,8.1,5.3,도루
나주환,0.62,10,3,LG,69,38,35.5,1328,8.1,5.3,도루
모창민,1.41,14,3,LG,69,38,35.5,1328,8.1,5.3,실패
박민우,5.27,50,10,LG,69,38,35.5,1328,8.1,5.3,도루
박민우,5.27,50,10,LG,69,38,35.5,1328,8.1,5.3,도루
박민우,5.27,50,10,LG,69,38,35.5,1328,8.1,5.3,도루
박민우,5.27,50,10,LG,69,38,35.5,1328,8.1,4.3,도루
박민우,5.27,50,10,LG,69,38,35.5,1328,8.1,4.3,실패
박해민,3.33,36,8,LG,69,38,35.5,1328,8.1,4.3,실패
박해민,3.33,36,8,LG,69,38,35.5,1328,8.1,4.3,도루
박해민,3.33,36,8,LG,69,38,35.5,1328,8.1,4.3,실패
박해민,3.33,36,8,LG,69,38,35.5,1328,8.1,4.3,도루
박해민,3.33,36,8,LG,69,38,35.5,1328,8.1,4.3,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.3,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.3,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.3,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.3,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.3,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.3,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.3,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.1,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.1,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.1,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.1,실패
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.1,실패
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.1,도루
서건창,1.42,48,17,LG,69,38,35.5,1328,8.1,4.1,실패
손아섭,0.7,10,3,LG,69,38,35.5,1328,8.1,4.1,도루
신종길,0.6,20,7,LG,69,38,35.5,1328,8.1,4.1,실패
신종길,0.6,20,7,LG,69,38,35.5,1328,8.1,4.1,도루
신종길,0.6,20,7,LG,69,38,35.5,1328,8.1,4.1,도루
신종길,0.6,20,7,LG,69,38,35.5,1328,8.1,4.1,실패
안치홍,0.94,19,6,LG,69,38,35.5,1328,8.1,4.1,도루
안치홍,0.94,19,6,LG,69,38,35.5,1328,8.1,4.1,실패
안치홍,0.94,19,6,LG,69,38,35.5,1328,8.1,4.1,도루
안치홍,0.94,19,6,LG,69,38,35.5,1328,8.1,6.6,도루
오재원,3.54,33,7,LG,69,38,35.5,1328,8.1,6.6,도루
오재원,3.54,33,7,LG,69,38,35.5,1328,8.1,6.6,도루
오재원,3.54,33,7,LG,69,38,35.5,1328,8.1,5.4,도루
오재원,3.54,33,7,LG,69,38,35.5,1328,8.1,5.4,도루
오재원,3.54,33,7,LG,69,38,35.5,1328,8.1,5.4,도루
이종욱,1.63,15,4,LG,69,38,35.5,1328,8.1,5.4,도루
이종욱,1.63,15,4,LG,69,38,35.5,1328,8.1,5.4,도루
임훈,0.71,9,2,LG,69,38,35.5,1328,8.1,5.4,도루
정근우,5.07,32,3,LG,69,38,35.5,1328,8.1,5.4,도루
정근우,5.07,32,3,LG,69,38,35.5,1328,8.1,5.4,도루
정근우,5.07,32,3,LG,69,38,35.5,1328,8.1,8.3,도루
정근우,5.07,32,3,LG,69,38,35.5,1328,8.1,8.3,도루
정수빈,4.25,32,5,LG,69,38,35.5,1328,8.1,8.3,도루
정수빈,4.25,32,5,LG,69,38,35.5,1328,8.1,8.3,도루
정수빈,4.25,32,5,LG,69,38,35.5,1328,8.1,8.3,도루
정수빈,4.25,32,5,LG,69,38,35.5,1328,8.1,8.3,도루
정수빈,4.25,32,5,LG,69,38,35.5,1328,8.1,8.3,도루
정수빈,4.25,32,5,LG,69,38,35.5,1328,8.1,8.3,도루
정수빈,4.25,32,5,LG,69,38,35.5,1328,8.1,8.3,도루
조동화,4.05,37,7,LG,69,38,35.5,1328,8.1,8.3,도루
조동화,4.05,37,7,LG,69,38,35.5,1328,8.1,8.3,도루
조동화,4.05,37,7,LG,69,38,35.5,1328,8.1,8.3,도루
조동화,4.05,37,7,LG,69,38,35.5,1328,8.1,8.3,도루
조동화,4.05,37,7,LG,69,38,35.5,1328,8.1,8.3,도루
조동화,4.05,37,7,LG,69,38,35.5,1328,8.1,8.3,도루
조동화,4.05,37,7,LG,69,38,35.5,1328,8.1,8.3,도루
필,1.59,10,1,LG,69,38,35.5,1328,8.1,8.3,도루
필,1.59,10,1,LG,69,38,35.5,1328,8.1,8.3,도루
김강민,4.03,32,5,NC,67,27,28.7,1236,7.6,8.3,도루
김강민,4.03,32,5,NC,67,27,28.7,1236,7.6,8.3,실패
김강민,4.03,32,5,NC,67,27,28.7,1236,7.6,8.3,도루
김강민,4.03,32,5,NC,67,27,28.7,1236,7.6,8.3,실패
김강민,4.03,32,5,NC,67,27,28.7,1236,7.6,8.3,도루
김문호,0.85,4,0,NC,67,27,28.7,1236,7.6,8.3,도루
나바로,0.7,25,9,NC,67,27,28.7,1236,7.6,8.3,도루
박해민,3.33,36,8,NC,67,27,28.7,1236,7.6,8.3,도루
박해민,3.33,36,8,NC,67,27,28.7,1236,7.6,8.3,도루
박해민,3.33,36,8,NC,67,27,28.7,1236,7.6,8.3,도루
박해민,3.33,36,8,NC,67,27,28.7,1236,7.6,8.3,도루
박해민,3.33,36,8,NC,67,27,28.7,1236,7.6,8.3,실패
박해민,3.33,36,8,NC,67,27,28.7,1236,7.6,8.3,도루
박해민,3.33,36,8,NC,67,27,28.7,1236,7.6,8.3,도루
서건창,1.42,48,17,NC,67,27,28.7,1236,7.6,8.3,도루
서건창,1.42,48,17,NC,67,27,28.7,1236,7.6,8.3,실패
서건창,1.42,48,17,NC,67,27,28.7,1236,7.6,8.3,도루
서건창,1.42,48,17,NC,67,27,28.7,1236,7.6,8.3,도루
서건창,1.42,48,17,NC,67,27,28.7,1236,7.6,8.3,도루
서건창,1.42,48,17,NC,67,27,28.7,1236,7.6,8.3,실패
서건창,1.42,48,17,NC,67,27,28.7,1236,7.6,8.3,도루
손아섭,0.7,10,3,NC,67,27,28.7,1236,7.6,8.3,실패
신종길,0.6,20,7,NC,67,27,28.7,1236,7.6,8.3,도루
신종길,0.6,20,7,NC,67,27,28.7,1236,7.6,8.3,실패
신종길,0.6,20,7,NC,67,27,28.7,1236,7.6,8.3,도루
신종길,0.6,20,7,NC,67,27,28.7,1236,7.6,8.3,도루
안치홍,0.94,19,6,NC,67,27,28.7,1236,7.6,8.3,실패
안치홍,0.94,19,6,NC,67,27,28.7,1236,7.6,8.3,도루
안치홍,0.94,19,6,NC,67,27,28.7,1236,7.6,8.3,도루
오재원,3.54,33,7,NC,67,27,28.7,1236,7.6,8.3,도루
오재원,3.54,33,7,NC,67,27,28.7,1236,7.6,8.3,도루
오재원,3.54,33,7,NC,67,27,28.7,1236,7.6,8.3,도루
오재원,3.54,33,7,NC,67,27,28.7,1236,7.6,8.3,도루
정근우,5.07,32,3,NC,67,27,28.7,1236,7.6,8.3,실패
정근우,5.07,32,3,NC,67,27,28.7,1236,7.6,8.3,도루
정근우,5.07,32,3,NC,67,27,28.7,1236,7.6,8.3,도루
정수빈,4.25,32,5,NC,67,27,28.7,1236,7.6,8.3,도루
정수빈,4.25,32,5,NC,67,27,28.7,1236,7.6,8.3,실패
정수빈,4.25,32,5,NC,67,27,28.7,1236,7.6,8.3,도루
정수빈,4.25,32,5,NC,67,27,28.7,1236,7.6,8.3,도루
정수빈,4.25,32,5,NC,67,27,28.7,1236,7.6,8.2,도루
정수빈,4.25,32,5,NC,67,27,28.7,1236,7.6,8.2,실패
정수빈,4.25,32,5,NC,67,27,28.7,1236,7.6,8.2,도루
정수빈,4.25,32,5,NC,67,27,28.7,1236,7.6,8.2,실패
정수빈,4.25,32,5,NC,67,27,28.7,1236,7.6,8.2,실패
조동화,4.05,37,7,NC,67,27,28.7,1236,7.6,8.2,도루
조동화,4.05,37,7,NC,67,27,28.7,1236,7.6,8.2,도루
조동화,4.05,37,7,NC,67,27,28.7,1236,7.6,8.2,도루
필,1.59,10,1,NC,67,27,28.7,1236,7.6,8.2,도루
권희동,0.57,6,1,SK,64,31,32.6,996,9.5,8.2,실패
김종호,1,22,7,SK,64,31,32.6,996,9.5,8.2,실패
김종호,1,22,7,SK,64,31,32.6,996,9.5,8.2,도루
김종호,1,22,7,SK,64,31,32.6,996,9.5,8.2,실패
김종호,1,22,7,SK,64,31,32.6,996,9.5,8.2,도루
김종호,1,22,7,SK,64,31,32.6,996,9.5,8.2,도루
나바로,0.7,25,9,SK,64,31,32.6,996,9.5,8.2,실패
나바로,0.7,25,9,SK,64,31,32.6,996,9.5,8.2,도루
나바로,0.7,25,9,SK,64,31,32.6,996,9.5,8.2,도루
박경수,0.76,7,1,SK,64,31,32.6,996,9.5,8.2,도루
박민우,5.27,50,10,SK,64,31,32.6,996,9.5,8.2,도루
박민우,5.27,50,10,SK,64,31,32.6,996,9.5,8.2,도루
박민우,5.27,50,10,SK,64,31,32.6,996,9.5,8.2,도루
박민우,5.27,50,10,SK,64,31,32.6,996,9.5,8.2,실패
박민우,5.27,50,10,SK,64,31,32.6,996,9.5,8.2,도루
박민우,5.27,50,10,SK,64,31,32.6,996,9.5,8.2,도루
박민우,5.27,50,10,SK,64,31,32.6,996,9.5,8.2,도루
서건창,1.42,48,17,SK,64,31,32.6,996,9.5,8.2,도루
서건창,1.42,48,17,SK,64,31,32.6,996,9.5,8.2,도루
서건창,1.42,48,17,SK,64,31,32.6,996,9.5,8.2,실패
서건창,1.42,48,17,SK,64,31,32.6,996,9.5,8.2,도루
서건창,1.42,48,17,SK,64,31,32.6,996,9.5,8.2,도루
서건창,1.42,48,17,SK,64,31,32.6,996,9.5,8.2,도루
서건창,1.42,48,17,SK,64,31,32.6,996,9.5,8.2,도루
손아섭,0.7,10,3,SK,64,31,32.6,996,9.5,8.2,도루
신종길,0.6,20,7,SK,64,31,32.6,996,9.5,8.2,도루
신종길,0.6,20,7,SK,64,31,32.6,996,9.5,8.2,도루
신종길,0.6,20,7,SK,64,31,32.6,996,9.5,8.2,도루
안치홍,0.94,19,6,SK,64,31,32.6,996,9.5,8.2,도루
안치홍,0.94,19,6,SK,64,31,32.6,996,9.5,8.2,실패
안치홍,0.94,19,6,SK,64,31,32.6,996,9.5,8.2,도루
오재원,3.54,33,7,SK,64,31,32.6,996,9.5,8.2,실패
오재원,3.54,33,7,SK,64,31,32.6,996,9.5,8.2,도루
이종욱,1.63,15,4,SK,64,31,32.6,996,9.5,8.2,도루
이종욱,1.63,15,4,SK,64,31,32.6,996,9.5,8.2,도루
정근우,5.07,32,3,SK,64,31,32.6,996,9.5,8.3,도루
정근우,5.07,32,3,SK,64,31,32.6,996,9.5,8.3,도루
정근우,5.07,32,3,SK,64,31,32.6,996,9.5,8.3,도루
정근우,5.07,32,3,SK,64,31,32.6,996,9.5,8.3,실패
정근우,5.07,32,3,SK,64,31,32.6,996,9.5,8.3,도루
정근우,5.07,32,3,SK,64,31,32.6,996,9.5,8.3,도루
정수빈,4.25,32,5,SK,64,31,32.6,996,9.5,8.3,도루
정수빈,4.25,32,5,SK,64,31,32.6,996,9.5,8.3,도루
테임즈,1.83,11,2,SK,64,31,32.6,996,9.5,8.3,도루
테임즈,1.83,11,2,SK,64,31,32.6,996,9.5,8.3,도루
권희동,0.57,6,1,넥센,71,20,22,973,9.4,8.3,도루
권희동,0.57,6,1,넥센,71,20,22,973,9.4,8.3,도루
김강민,4.03,32,5,넥센,71,20,22,973,9.4,8.3,도루
김강민,4.03,32,5,넥센,71,20,22,973,9.4,8.3,도루
김강민,4.03,32,5,넥센,71,20,22,973,9.4,8.3,도루
김종호,1,22,7,넥센,71,20,22,973,9.4,8.3,실패
김종호,1,22,7,넥센,71,20,22,973,9.4,8.3,도루
김종호,1,22,7,넥센,71,20,22,973,9.4,8.3,도루
김종호,1,22,7,넥센,71,20,22,973,9.4,8.3,도루
나바로,0.7,25,9,넥센,71,20,22,973,9.4,8.3,도루
나바로,0.7,25,9,넥센,71,20,22,973,9.4,8.3,도루
나바로,0.7,25,9,넥센,71,20,22,973,9.4,8.3,도루
나바로,0.7,25,9,넥센,71,20,22,973,9.4,8.3,도루
나바로,0.7,25,9,넥센,71,20,22,973,9.4,8.3,실패
나바로,0.7,25,9,넥센,71,20,22,973,9.4,8.3,도루
나바로,0.7,25,9,넥센,71,20,22,973,9.4,8.3,도루
나주환,0.62,10,3,넥센,71,20,22,973,9.4,8.3,도루
모창민,1.41,14,3,넥센,71,20,22,973,9.4,8.3,실패
모창민,1.41,14,3,넥센,71,20,22,973,9.4,8.3,도루
모창민,1.41,14,3,넥센,71,20,22,973,9.4,8.3,도루
박경수,0.76,7,1,넥센,71,20,22,973,9.4,8.3,도루
박경수,0.76,7,1,넥센,71,20,22,973,9.4,8.3,실패
박경수,0.76,7,1,넥센,71,20,22,973,9.4,8.3,도루
박경수,0.76,7,1,넥센,71,20,22,973,9.4,8.3,도루
박민우,5.27,50,10,넥센,71,20,22,973,9.4,8.3,실패
박민우,5.27,50,10,넥센,71,20,22,973,9.4,8.3,도루
박민우,5.27,50,10,넥센,71,20,22,973,9.4,8.3,도루
박해민,3.33,36,8,넥센,71,20,22,973,9.4,8.3,도루
박해민,3.33,36,8,넥센,71,20,22,973,9.4,8.3,도루
박해민,3.33,36,8,넥센,71,20,22,973,9.4,8.3,도루
박해민,3.33,36,8,넥센,71,20,22,973,9.4,8.3,실패
박해민,3.33,36,8,넥센,71,20,22,973,9.4,8.3,도루
박해민,3.33,36,8,넥센,71,20,22,973,9.4,8.3,도루
박해민,3.33,36,8,넥센,71,20,22,973,9.4,8.3,도루
박해민,3.33,36,8,넥센,71,20,22,973,9.4,8.3,도루
손아섭,0.7,10,3,넥센,71,20,22,973,9.4,8.3,도루
손아섭,0.7,10,3,넥센,71,20,22,973,9.4,8.3,도루
손아섭,0.7,10,3,넥센,71,20,22,973,9.4,8.3,도루
신종길,0.6,20,7,넥센,71,20,22,973,9.4,8.3,도루
신종길,0.6,20,7,넥센,71,20,22,973,9.4,8.3,도루
신종길,0.6,20,7,넥센,71,20,22,973,9.4,8.3,도루
안치홍,0.94,19,6,넥센,71,20,22,973,9.4,8.3,도루
안치홍,0.94,19,6,넥센,71,20,22,973,9.4,8.3,도루
안치홍,0.94,19,6,넥센,71,20,22,973,9.4,8.3,도루
오재원,3.54,33,7,넥센,71,20,22,973,9.4,8.3,도루
오재원,3.54,33,7,넥센,71,20,22,973,9.4,8.3,도루
오재원,3.54,33,7,넥센,71,20,22,973,9.4,8.3,도루
오재원,3.54,33,7,넥센,71,20,22,973,9.4,8.3,도루
오재원,3.54,33,7,넥센,71,20,22,973,9.4,8.3,도루
오재원,3.54,33,7,넥센,71,20,22,973,9.4,8.3,실패
오재원,3.54,33,7,넥센,71,20,22,973,9.4,8.3,도루
오재원,3.54,33,7,넥센,71,20,22,973,9.4,8.3,도루
오재원,3.54,33,7,넥센,71,20,22,973,9.4,8.3,도루
오재원,3.54,33,7,넥센,71,20,22,973,9.4,5.2,실패
이종욱,1.63,15,4,넥센,71,20,22,973,9.4,5.2,도루
이종욱,1.63,15,4,넥센,71,20,22,973,9.4,5.2,도루
임훈,0.71,9,2,넥센,71,20,22,973,9.4,5.2,도루
임훈,0.71,9,2,넥센,71,20,22,973,9.4,5.2,도루
정근우,5.07,32,3,넥센,71,20,22,973,9.4,5.2,도루
정근우,5.07,32,3,넥센,71,20,22,973,9.4,5.2,도루
정근우,5.07,32,3,넥센,71,20,22,973,9.4,5.2,도루
정수빈,4.25,32,5,넥센,71,20,22,973,9.4,5.2,실패
정수빈,4.25,32,5,넥센,71,20,22,973,9.4,5.2,도루
정수빈,4.25,32,5,넥센,71,20,22,973,9.4,5.2,도루
정수빈,4.25,32,5,넥센,71,20,22,973,9.4,5.2,도루
조동화,4.05,37,7,넥센,71,20,22,973,9.4,5.2,도루
조동화,4.05,37,7,넥센,71,20,22,973,9.4,5.2,도루
조동화,4.05,37,7,넥센,71,20,22,973,9.4,7.5,도루
조동화,4.05,37,7,넥센,71,20,22,973,9.4,7.5,도루
조동화,4.05,37,7,넥센,71,20,22,973,9.4,7.5,실패
조동화,4.05,37,7,넥센,71,20,22,973,9.4,7.5,도루
조쉬벨,0.67,3,0,넥센,71,20,22,973,9.4,7.5,도루
테임즈,1.83,11,2,넥센,71,20,22,973,9.4,7.5,도루
필,1.59,10,1,넥센,71,20,22,973,9.4,7.5,도루
권희동,0.57,6,1,두산,70,29,29.3,1172,8.5,7.5,도루
김강민,4.03,32,5,두산,70,29,29.3,1172,8.5,7.5,도루
김강민,4.03,32,5,두산,70,29,29.3,1172,8.5,7.5,도루
김강민,4.03,32,5,두산,70,29,29.3,1172,8.5,7.5,도루
김강민,4.03,32,5,두산,70,29,29.3,1172,8.5,7.5,도루
김강민,4.03,32,5,두산,70,29,29.3,1172,8.5,7.5,도루
김종호,1,22,7,두산,70,29,29.3,1172,8.5,7.5,도루
김종호,1,22,7,두산,70,29,29.3,1172,8.5,7.5,도루
김종호,1,22,7,두산,70,29,29.3,1172,8.5,7.5,실패
김종호,1,22,7,두산,70,29,29.3,1172,8.5,7.5,도루
나바로,0.7,25,9,두산,70,29,29.3,1172,8.5,7.5,도루
나바로,0.7,25,9,두산,70,29,29.3,1172,8.5,7.5,도루
나바로,0.7,25,9,두산,70,29,29.3,1172,8.5,7.5,실패
나바로,0.7,25,9,두산,70,29,29.3,1172,8.5,7.5,도루
나주환,0.62,10,3,두산,70,29,29.3,1172,8.5,7.5,도루
모창민,1.41,14,3,두산,70,29,29.3,1172,8.5,7.5,도루
모창민,1.41,14,3,두산,70,29,29.3,1172,8.5,7.5,도루
문선재,0.6,3,0,두산,70,29,29.3,1172,8.5,7.5,도루
문선재,0.6,3,0,두산,70,29,29.3,1172,8.5,7.5,도루
문선재,0.6,3,0,두산,70,29,29.3,1172,8.5,7.5,도루
박민우,5.27,50,10,두산,70,29,29.3,1172,8.5,7.5,도루
박민우,5.27,50,10,두산,70,29,29.3,1172,8.5,4.7,도루
박민우,5.27,50,10,두산,70,29,29.3,1172,8.5,4.7,도루
박민우,5.27,50,10,두산,70,29,29.3,1172,8.5,4.7,도루
박민우,5.27,50,10,두산,70,29,29.3,1172,8.5,4.7,실패
박민우,5.27,50,10,두산,70,29,29.3,1172,8.5,4.7,도루
박민우,5.27,50,10,두산,70,29,29.3,1172,8.5,4.7,도루
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,도루
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,실패
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,도루
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,도루
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,실패
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,도루
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,도루
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,도루
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,도루
박해민,3.33,36,8,두산,70,29,29.3,1172,8.5,4.7,도루
서건창,1.42,48,17,두산,70,29,29.3,1172,8.5,4.7,도루
서건창,1.42,48,17,두산,70,29,29.3,1172,8.5,4.7,실패
서건창,1.42,48,17,두산,70,29,29.3,1172,8.5,4.7,실패
서건창,1.42,48,17,두산,70,29,29.3,1172,8.5,4.7,도루
서건창,1.42,48,17,두산,70,29,29.3,1172,8.5,4.7,실패
서건창,1.42,48,17,두산,70,29,29.3,1172,8.5,4.7,실패
서건창,1.42,48,17,두산,70,29,29.3,1172,8.5,4.7,실패
서건창,1.42,48,17,두산,70,29,29.3,1172,8.5,4.7,실패
서건창,1.42,48,17,두산,70,29,29.3,1172,8.5,4.7,실패
